OGLE II DIA	ivoa:None
ESA, Sky, Archive, ESAC	ivoa:None
clusters of galaxies	galaxy-cluster
wide area survey	wide-field-telescopes
Methods: numerical	computational-methods
COLOR	broad-band-photometry
H.E.S.S.	ivoa:None
Event	transient-sources
Survey, Catalogue, Galaxies	ivoa:None
stellar catalog	ivoa:TryAgain
UKIDSS DR5, SIAP, Images	ivoa:None
Radio emission	radio-astronomy
VOTable to KML Converter	ivoa:None
Timing	ivoa:None
sn	supernova
Access to a catalog of blank regions	ivoa:None
StarDB: variability analysis of the Northern Sky Variability Survey	ivoa:None
Stokes parameter	ivoa:None
astrogrid community service	ivoa:None
SIAP	ivoa:None
Open SkyNode for FUSE spectra	ivoa:None
Period	ivoa:None
data repositories	ivoa:None
Armenian Virtual Observatory services	ivoa:None
P/Halley	comets
Catalogue, Dwarf Galaxies, Interstellar Medium, 21cm HI emission	ivoa:None
high energy	high-energy-astrophysics
reduced data archive	ivoa:None
ESA, PSA, Archive, ESAC	ivoa:None
pyrolytic	ivoa:None
HELIO, ILS, observatory location, instrument location	ivoa:None
ALHAMBRA F814W SIAP	ivoa:None
OV-GSO IVOA-compliant Services	ivoa:None
Infrared	infrared-astronomy
Optical Spectroscopy	spectroscopy
Graviational redshift	gravitation
Interstellar medium, nebulae	ivoa:None
far-ultraviolet spectra	ultraviolet-astronomy
Taverna Server	ivoa:None
Sloan Digital Sky Survey Supernova Survey	ivoa:None
gas giants planet	outer-planets
Experiment	ivoa:None
ESA, EuroVO Registry, ESAC	ivoa:None
ObsTAP	ivoa:None
Hierarchical Progressive Surveys	ivoa:None
Astro Services at NCI-NF	ivoa:None
Astronomical instrumentation, methods and techniques	astronomical-instrumentation
Cross-calibration of past FUV experiments	ivoa:None
active region, coronal hole, filament, prominence, sunspot, Type III, Coronal radio emission	ivoa:None
CADC image/cube HiPS service	ivoa:None
GTC, OSIRIS, Images, SIAP	ivoa:None
ions	ionization
classifier	ivoa:None
crater	ivoa:TryAgain
CDFS	ivoa:None
robonet	ivoa:None
VISTA, SIAP, Images, VHS, VMC, VVV, VIDEO, VIKING	ivoa:None
X Rays	x-ray-astronomy
POSITIONS	astrometry
Gaia, DR1, TGAS, ESA, Archive, ESAC	ivoa:None
Vizier	ivoa:None
gcn	ivoa:None
Mercury	mercury-planet
QSO	quasars
Galaxy Evolution and Structure	galaxy-evolution
comet, 67P, body	ivoa:None
ESA, Herschel, Archive, ESAC	ivoa:None
Centre de donneeS d Astrophysique de Marseille	ivoa:None
Palomar-Leiden	ivoa:None
VOSA	ivoa:None
deep archive	ivoa:None
Geodesy	geodesics
Venus Magnetosphere	planetary-magnetosphere
FUV	ultraviolet-astronomy
Positions	astrometry
ShaSS i-band Catalogue	ivoa:None
magnetodisc	magnetohydrodynamics
Radius	ivoa:TryAgain
Techniques: interferometric	interferometry
SEEING MONITORS	astronomical-seeing
optical lines equivalent width catalog	ivoa:None
ATLAS DR1, SIAP, Images	ivoa:None
SSDC VO resources	ivoa:None
EPIC Image of 3XMM observations	ivoa:None
Galaxy:general	galaxies
XMM-Newton, X-rays, ESA, ESAC	ivoa:None
red giants, spectroscopy	ivoa:None
microlensing anomalies	gravitational-microlensing
SSA, spectra, sed, time-series	ivoa:None
CME, flare, proton, GLE, solar wind	ivoa:None
imaging survey optical	ivoa:None
CeSAM naming authority	ivoa:None
ROTATION	ivoa:TryAgain
NIR small telescope imaging	near-infrared-astronomy
astrophysics	ivoa:None
CARMENES_Reiners2018	ivoa:None
UKIDSS DR2, SIAP, Images	ivoa:None
Armenian Virtual Observatory SIAP API service	ivoa:None
Semantic Mapping Service SMS	ivoa:None
ALMA	ivoa:None
UKIDSS DR3, SIAP, Images	ivoa:None
SimDM	ivoa:None
Merging Galaxies	galaxy-mergers
Intra-day Variablility	ivoa:TryAgain
X-shooter	ivoa:None
Pyrolytic	ivoa:None
cosmological simulations and galaxy formation models	cosmological-evolution
XID Result Database	ivoa:None
Hubble, Source, Catalog, HSC, HST, eHST, ESA, Archive, ESDC, ESAC	ivoa:None
Labeled Release	ivoa:None
high energy and microwave astronomy	ivoa:None
Gaia, DR1, ESA, Archive, ESAC	ivoa:None
Moon	the-moon
Distances	ivoa:None
SIA, images	ivoa:None
Ultra High Energy	high-energy-astrophysics
permanent archive	ivoa:None
solar Stereo_B SECCHI EUVI	ivoa:None
UCDs	ivoa:None
metal poor stars	population-iii-stars
nrao	ivoa:None
gbt	ivoa:None
Light pollution	sky-brightness
Astrophysical Jets	jets
GALACTIC PLANE	galaxy-planes
DOI	ivoa:None
CRTS DR3 Image Service	ivoa:None
archive	ivoa:None
ALFA	ivoa:None
Reference frames	astrl
Research	ivoa:None
space physics	space-plasmas
HELIO, DES, event detection, on-the-fly plotting	ivoa:None
G BAND	broad-band-photometry
Cepheids	delta-cepheid-variable-stars
Skylab	ivoa:None
Positional Data, Proper motions, Photometry:wide-band	ivoa:None
titan atmosphere	planetary-atmospheres
2XMMi Catalogue	ivoa:None
Astrogrid catalogs	ivoa:None
University	ivoa:None
ATNF Observations	ivoa:None
groups of galaxies	galaxy-groups
Database	ivoa:None
bound-bound and bound-free absorption cross-sections of iron-group elements (Ca - Ni)	ivoa:None
Mars Express ; SPICAM ; Mars ; Stellar occultation ; Solar occultation ; Atmospheric profiles ; Temperature ; CO2 concentration ; Ozone concentration ; Aerosol extinction	ivoa:None
ion composition	ivoa:TryAgain
Photographic catalog	photographic-photometry
TURBULENCE	ivoa:None
ObsCore	ivoa:None
HELIO, HSS, storage capability access	ivoa:None
MAST	ivoa:None
HELIO, DPAS, data provider access	ivoa:None
solar, heliospheric, planetary, geoscience, in-situ, remote	ivoa:None
GAUDI SSAP	ivoa:None
planetary astronomy	solar-system-planets
Trojan survey	trojan-asteroids
bound-bound and bound-free absorption cross-sections of iron-group elements (Ca - Ni)	atomic-spectroscopy
Mars Express ; SPICAM ; Mars ; Stellar occultation ; Solar occultation ; Atmospheric profiles ; Temperature ; CO2 concentration ; Ozone concentration ; Aerosol extinction	ivoa:None
ESA, Hubble, Archive, ESAC	ivoa:None
ESA, Gaia, Archive, ESAC	ivoa:None
Astrophysical data archives	ivoa:None
Enzo	ivoa:None
HIPASS Project Data	ivoa:None
multibeam	radio-astronomy
energy spectra	particle-astrophysics
CEA	ivoa:None
Trojan group	trojan-asteroids
educational galaxies stars planets	ivoa:None
Neutron monitor	particle-astrophysics
ALFALFA	ivoa:None
HELIO, UOC, Observing catalogues	ivoa:None
Infrared, FITS, research, Spitzer	ivoa:None
coordinate system	astronomical-coordinate-systems
Optical astronomy	ivoa:TryAgain
Wide-band photometry	broad-band-photometry
Redshifted / Redshift	redshift-surveys
Earth (planet)	earth-planet
Stars, variable	variable-stars
HI line	h-i-line-emission
Narrow band photometry Atomic spectroscopy	narrow-band-photometry
Magnetic	ivoa:TryAgain
Stars, double and multiple	binary-stars
interstellar cloud	interstellar-medium
Galaxies, nearby	ivoa:TryAgain
Fields	ivoa:TryAgain
Galaxies, photometry	galaxy-photometry
Catalog	catalogs
Calibrated	ivoa:TryAgain
Magnitudes, absolute	absolute-magnitude
RADIO SPECTROGRAPHS	radio-spectroscopy
Clusters, globular	globular-star-clusters
Photometry, UBVRI	johnson-photometry
Effective temperatures	effective-temperature
Stars, giant	giant-stars
RADIO ANTENNAS	radio-telescopes
Galaxies, radio	radio-galaxies
Spectra, optical	spectroscopy
planetary	planetary-science
Ultraviolet	ultraviolet-sources
CORRELATION	ivoa:TryAgain
Derived	ivoa:TryAgain
Photometry, SDSS	sloan-photometry
Engineering	ivoa:None
RADIO SPECTRA	radio-spectroscopy
Active gal. nuclei	active-galactic-nuclei
vlbi	very-long-baseline-interferometry
Photometry, CCD	ccd-photometry
vla	ivoa:None
TELESCOPE ARRAYS	interferometers
Galaxy catalogs	galaxies
RADIO ABSORPTION	interstellar-absorption
SPACE ASTRONOMY	ivoa:TryAgain
RADIO SPECTROMETERS	radio-spectroscopy
radio continuum: general, techniques: image processing	radio-continuum-emission
Stars, masses	stellar-masses
Minor planets	asteroids
instrument	ivoa:None
Binaries, eclipsing	eclipsing-binary-stars
Gaia, EDR3, ESA, Archive, ESAC	ivoa:None
Stars, population II	population-ii-stars
Mars, crater, geology, surface, topography	mars
Geology	ivoa:TryAgain
individual (M31) - galaxies: star clusters - globular clusters: general - star clusters: general	ivoa:None
4XMM Catalogue	ivoa:None
Stars, diameters	stellar-radii
Stars, faint	ivoa:TryAgain
Binaries, X-ray	x-ray-binary-stars
Blue objects	ivoa:TryAgain
References	ivoa:None
virtual observtory	virtual-observatories
Millimetric/submm sources	submillimeter-astronomy
Herschel	ivoa:None
Mars, craters, geology, surface, topography	mars
Photometry, ugriz	sloan-photometry
1M-WideField	ivoa:None
EPIC Image of 4XMM observations	ivoa:None
Stars, horizontal branch	horizontal-branch-stars
Abundances, [Fe/H]	stellar-abundances
Source Event	ivoa:None
Cross identifications	optical-identification
ESA, ISO, Archive, ESAC	ivoa:None
Integral obsloctap	ivoa:None
Stars, flare	flare-stars
Photometry, Geneva	stellar-photometry
SPIRE	ivoa:None
MESSENGER	ivoa:None
simulation	astronomical-simulations
Filter	photometry
Stars, G-type	g-dwarf-stars
Magnitudes	magnitude
Background	ivoa:TryAgain
Stars, white dwarf	white-dwarf-stars
ESASky, Legacy, Archive, ESAC	ivoa:TryAgain
Gaia EDR3	ivoa:None
Photometry, UBV	johnson-photometry
Clusters, open	open-star-clusters
Stars, pre-main sequence	pre-main-sequence
JVO HiPS service	ivoa:None
Photometry, infrared	infrared-photometry
Radio continuum	radio-continuum-emission
Simbad Database	ivoa:None
Observatory log	observatories
PACS	ivoa:None
Galaxies, optical	galaxies
Stars, faint blue	faint-blue-stars
Stars, blue	ivoa:TryAgain
